,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,nature,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo,pitch
0,0.05360857955102527,0.3378666911956798,0.5652226831372985,0.260757806462549,0.16983927279563515,0.2506386083384997,0.5705571208677085,0.20063781065966613,0.04535954434887357,0.9418016405830885,0.5900570676322636,0.8922893788805946,0.39127323938935255,0.8848628048756039,0.8505105595617741,0.95767814796016,0.2614071776762503,0.9493815271750896,0.8192887311074138,0.04536875471961099,0.8704967263851525,0.7484426872677664
1,0.5123784412134337,0.3768217481349808,0.3268159212165409,0.005183989451834625,0.9846565971256543,0.025278170407504796,0.8859037317580665,0.903213287462774,0.8528861806746774,0.020248137699956148,0.30672862041804716,0.7394432373874115,0.9793321062132914,0.7200492394393869,0.23740482296000676,0.6968420466214698,0.8818443852160949,0.5196663363013593,0.0034344360934972507,0.7901123213564515,0.6625316790698853,0.8396403942117124
2,0.4743041584291201,0.33733046998941296,0.024369706083702147,0.5281508638342621,0.15255532915511227,0.3986474349624608,0.4162886833907349,0.5132533974364349,0.7764680215817602,0.19498685829242746,0.30644760901359014,0.049252956449505114,0.4935119666859322,0.9899705818767455,0.06572944108478518,9.552995379746854e-06,0.45431465684375705,0.9800471373417888,0.9085224817746405,0.9365109980762417,0.9300007916054249,0.31811893198827623
3,0.832573964907079,0.0026742505191844623,0.5956274002931055,0.6842244351375785,0.975192376809419,0.08483385611382432,0.99770730207202,0.8441944856050305,0.9231029402573383,0.0894451434212149,0.964534684240148,0.21540698162056326,0.0012838427418396803,0.7046623189338356,0.915433761912881,0.9146412139484138,0.0096039456985344,0.2646159304287111,0.07334701167185642,0.22781694403424646,0.0008701925928187304,0.7165929406983091
4,0.9516514786563879,0.12121454372672691,0.4472356848639232,0.19874711060632155,0.779727607389061,0.35681495115790995,0.02584501375510828,0.01289677240599385,0.9108981389269477,0.8039850746833347,0.0012897207565334412,0.0504450580171556,0.1852069290328182,0.2567017663860238,0.3314149197167561,0.3402144585253507,0.9801035151533313,0.8869778829848308,0.33764528734932664,0.7437327226845026,0.9860874160236611,0.8129380988900369
5,0.5628874575477947,0.04436455403058903,0.5497912738001184,0.9054526852681661,0.6183006023680929,0.3034921620216444,0.9674591046125157,0.6606720731397219,0.07102857012918062,0.3115444309463361,0.3987130786027402,0.8209308556958471,0.4019714672852973,0.2649335769979012,0.019808726287255163,0.5821599078298609,0.06665340939028996,0.9807293139379619,0.03410042973831484,0.0033929883921132165,0.14158495617835432,0.889463012620006
6,0.17517717814298694,0.1408802186247622,0.0405838386683568,0.32901941379401645,0.005513089883909306,0.49263591711225463,0.1417888835243335,0.07209228311464744,0.4457517566876683,0.6139737053387938,0.9590315584660268,0.9768222222709129,0.7289456448778734,0.8504648447008357,0.04590929886905304,0.09244300522141713,0.6542621674103171,0.4900909670660246,0.020305634833704733,0.0901520307799516,0.2984744234459834,0.8285589324599195
7,0.7997624512778846,0.07797704754451673,0.7366628740931692,0.6530122632860647,0.588457869730695,0.021832443673243218,0.73400791049558,0.7397473257638227,0.31148137967231726,0.0010768499151556643,0.253523486785346,0.8510999807599848,0.23003768742676178,0.6573442191586579,0.3497829237172917,0.7345803660452345,0.019421881650054762,0.507174864487617,0.6754051725499244,0.03249848313297188,0.9352533653256345,0.031662730473328904
8,0.8873056661544817,0.8898509363927716,0.2416587393030324,0.3297506873752405,0.6194756012301045,0.8995864875247318,0.6495619063703181,0.23685139895061325,0.05886004494618202,0.0020005081458286944,0.02355458865946125,0.9553175013376167,0.01122319461656096,0.48679364074219933,0.0014795672322986952,0.9666597216914364,0.8703873330020483,0.6934369185393429,0.9765897477981413,0.830601189755364,0.24889716935144401,0.43137778748618527
9,0.025073246286701184,0.22424893051547312,0.258100972182156,0.9764033144257496,0.30725196748182815,0.9320140119902688,0.07481586629239101,0.04779706578596166,0.6766944721127061,0.7392006647048721,0.13970374807527042,0.011940579531111717,0.9873281761967679,0.639142177114112,0.9196193895693879,0.8544580363927942,0.7258830765728769,0.8954651228245469,0.6079580547103404,0.061807829089760125,0.5888749674172876,0.49874184937055055
