,rootnote,rootoctave,order,number,bpm,total_offset,initial_offset,red,green,blue,nature,instrument,amp,cutoff,pan,attack,release,mod_range,mod_phase,mix_reverb,mix_echo,pitch
0,0.9756993134681704,0.7846330497696146,0.00075603238467703,0.9086490141207504,0.7989250764964682,0.604025401757111,0.7012796744561526,0.5802800530159776,0.9987421262248168,0.2311146094435821,0.9746804892373205,0.13211025595012915,0.29372839895882163,0.7960332510702184,0.16990318858461873,0.7824056343907048,0.2277875456294074,0.05507703246449802,0.5190408172661511,0.21318595173247812,0.6576403556114265,0.41183713397948263
1,0.17270960448742323,0.821098857047353,0.489931885318138,0.4614331082690526,0.7580151598842447,0.18201514764460525,0.967367692573724,0.1334155402186421,0.11589005702705768,0.9162595998538052,0.2463450664099619,0.578553381917806,0.5164084278328286,0.010030243547171414,0.4575917413652395,0.500638675286336,0.9705427766417194,0.42161740668146586,0.9993869172114469,0.5564192220383842,0.75738069435091,0.6409558845427015
2,0.3865901203094888,0.1686143877978819,6.159665178007145e-05,0.9972380192448893,0.9528465195149355,0.9571384764360826,0.9184413905240417,0.008052176442125747,0.003230515728550043,0.7414688118557922,0.006816989768593573,0.9262951111365867,0.07652767970020213,0.45127192379220205,0.9726364452157646,6.896328642569394e-05,0.19299002267677767,0.12562634465885825,0.7717729947997163,0.6197238215042197,0.024596200578180127,0.40056626652625205
3,0.038377001623064344,0.3051533795795819,0.10963168548628999,0.5518386504735957,0.17573520055597358,0.7949011233560738,0.9723176318440444,0.010285641908563958,0.4385576720381035,0.12584381548969248,0.0010882406877790185,0.9112166073517669,0.13101418791185282,0.97612224886079,0.006421657847206719,0.5017438308378437,0.32152290614932355,0.21762194264730494,0.21558436439392448,0.38937187343406887,0.8639422603223316,0.0013303490491508585
4,0.9860933088694541,0.9997287155211002,0.02274160701558592,0.9948911427068134,0.3539753067345831,0.21257471500245484,0.31844871086005583,0.9044823596213937,0.2199998244890996,0.47959153897914497,0.27587244572337244,0.7712811044294706,0.912218185017008,0.7556080912976643,0.9959681280815177,0.0026256927530464713,0.7748380303295191,0.008145410097034067,0.8343479623876754,0.6498489188636495,0.01945310458975069,0.33136593624012567
5,0.7893233321068084,0.8860078582788279,0.2858156681438181,0.1073416533273146,0.9194731854013902,0.9702966581660006,0.06957035964131064,0.2572957676789115,0.01462402638837712,0.9906951771768557,0.9695807325896753,0.5013706079957687,0.9320124718437004,0.9986370852708837,0.17450091661472245,0.613824747869681,0.027747651455410027,0.03389777313887615,0.5896203113126754,0.5889768844901586,0.6346580777165649,0.061737677488353127
6,0.15844009850473373,0.08467300947873346,0.7915091406386523,0.8764054831040609,0.6956750529248792,0.7870357832357316,0.7679033573818143,0.0305806910272155,0.919027098095811,0.29110390000126873,0.9752476714076219,0.4604183623170869,0.9649690555690047,0.9922148928549571,0.6824705433310131,0.5702618806507246,0.004772801730928422,0.10172882304279018,0.19248837451548895,0.03568713130299883,0.6549757523320134,0.6373860709306606
7,0.41633650694846025,0.003510895933221958,0.0012999692781026084,0.09245384293150893,0.3024497889417489,0.8965366591332911,0.015204014386571596,0.14329542444251042,0.9689271361269861,0.4380348355753647,0.9228738720723021,0.010407782642992691,0.004777497718066903,0.7394245482696382,0.31707565553601036,0.42705799385882415,0.2494553016568979,0.08292321460179619,0.7235315129489245,0.45496286685024523,0.4471650628923206,0.984438807962067
8,0.7622497292504072,0.11013214567892138,0.9969205252533844,0.9887202144571411,0.17801382103040386,0.6088739829302988,0.8388141108936761,0.11961171770882428,0.9729088992708893,0.21116053453458516,0.9834829341207229,0.9139604896609161,0.27517828113160214,0.27912733521368593,0.7773485604211089,0.2123427083681919,0.03156512146997581,0.4584550704266407,0.027825274274404954,0.8999925090510851,0.7244600393353278,0.46060233473013557
9,0.11080179141160607,0.622368956970032,0.2836277193929523,0.7568605143847567,0.5435434394995402,0.23053782366779707,0.9682116025300377,0.05396808891954563,0.9830032911732235,0.22729951955253191,0.024812501280648047,0.8577702543543808,0.8052005865753201,0.5765323110804577,0.4123277487373753,0.3528537642007721,0.9397833879169257,0.8968374436733663,0.3425963215214819,0.5343168440062038,0.43752738644389266,0.24528223349437983
10,0.015615954791909692,0.9999327171711945,0.17085331001080395,0.9537808430726978,0.01983335905212036,0.4777574935697143,0.024328173878006676,7.403688211105042e-05,0.02537212502081132,0.11821716600023568,0.22125363465651415,0.8571847477201929,0.5333784662325252,0.1366219349884018,0.34756303010407485,0.21435640117831978,0.18674910891979613,0.8928526776043025,0.5794432576920262,0.9649130244113593,0.987887023126026,0.3700790326909751
11,0.006249964485737891,0.0023554749655257945,0.05502859677662497,0.0033633802073883556,0.676658898967286,0.8284569166228336,0.8460245713024884,0.8549730156824918,0.2578858876614124,0.061957201671464346,0.494610212598693,0.5218208972288979,0.9999783488970473,0.45998296416466133,0.47721027704133545,0.38778942386218995,0.817008102197058,0.8583784544060246,0.7691120705113345,0.9931349216417625,0.9711738557832021,0.9374489981162499
12,0.6201302429138401,0.39366589445079503,0.3764339840280486,8.412193575058069e-08,0.05673181606189348,0.1378831141083423,0.3703785743461919,0.9811788509371117,0.3093933494369988,0.024746306948724595,0.9015343218168922,0.9874277460866875,0.9008150018647855,0.12777185192322849,0.9346359085134609,0.8321147610498302,0.6257074369797884,0.9457732031063539,0.12668929883512892,0.9991905408174844,0.1302403004554875,0.9699716900676572
13,0.22402183076204296,0.5088739536648964,0.436591765019003,0.39424117415084536,0.4707755574992497,0.8375132039509744,0.05973282962518078,0.1511315207862235,0.9090762292251667,0.030713975228207402,0.116341230652099,0.5695723250312176,0.02290917187433328,0.5824660775447859,0.40804549196529605,0.9553489434205262,0.13641656250281153,0.639685148328935,0.8397431049737859,0.9996426828005655,0.10030873529114692,0.7429566801991058
14,0.1779612475166149,0.6624629793675959,0.39576541070049076,0.19599644118508674,0.31777835026910817,0.15448742066287724,0.4151853589277358,0.11645519333836774,0.7070787148486487,0.2814925036512538,2.4784321673854137e-06,0.17248489935525738,0.9316821992960788,0.04776704092924322,0.001103011962346967,0.0042292341226033425,0.3768946409679772,0.23304122593579468,0.1277079914933722,0.09470961353015639,0.33626581433312974,0.9856362372567902
15,0.0116858910225498,0.994188007094607,0.15846952863646036,0.16391396294809535,0.42820693151633715,0.1616308576340133,0.3113168684001094,0.47930034169912616,0.23877972356806032,0.577514579389411,0.9893403556706901,0.04407759424862556,0.9260409354753073,0.07705446475333277,0.03270060493775506,0.9959832455489419,0.8063843652880631,0.0008740046253249423,0.03665746901413669,0.05680353083177958,0.1741231419049647,0.815648180575196
16,0.11234940092668377,0.30474800191372275,0.19205376860513756,0.17443150955153797,0.7252511494876369,0.9200261579159593,0.2330330264439665,0.8128267573547301,0.18028289438163236,0.10708202528941524,0.9877641850120881,0.655956391766539,0.8076306809177144,0.034740137364066004,0.20057210059663533,0.43067135299533654,0.08909096729797439,0.9003311726667697,0.6709145629036842,0.9904820925895521,0.4490864922771609,0.03738847298568204
